1	148
2	357
3	426
4	192
5	14
6	120
7	62
8	187
9	429
10	419
11	424
12	55
13	32
14	445
15	400
16	433
17	138
18	229
19	304
20	479
21	230
22	114
23	1
24	52
25	435
26	269
27	199
28	336
29	488
30	239
31	412
32	87
33	81
34	453
35	350
36	323
37	265
38	277
39	358
40	34
41	363
42	309
43	24
44	283
45	367
46	270
47	145
48	100
49	410
50	480
51	163
52	177
53	257
54	252
55	57
56	416
57	23
58	30
59	220
60	436
61	50
62	108
63	303
64	264
65	182
66	475
67	414
68	413
69	195
70	379
71	60
72	105
73	261
74	152
75	482
76	13
77	461
78	423
79	425
80	44
81	288
82	72
83	476
84	205
85	463
86	40
87	477
88	310
89	498
90	149
91	285
92	364
93	79
94	238
95	282
96	452
97	209
98	107
99	284
100	33
101	8
102	156
103	191
104	143
105	123
106	348
107	346
108	162
109	272
110	159
111	437
112	66
113	266
114	236
115	135
116	404
117	217
118	328
119	56
120	147
121	244
122	383
123	164
124	377
125	296
126	326
127	466
128	4
129	26
130	38
131	385
132	144
133	319
134	434
135	140
136	322
137	339
138	418
139	106
140	417
141	185
142	42
143	172
144	472
145	248
146	36
147	447
148	337
149	43
150	444
151	458
152	49
153	330
154	355
155	39
156	431
157	122
158	125
159	320
160	157
161	307
162	274
163	228
164	204
165	109
166	54
167	365
168	254
169	170
170	174
171	11
172	142
173	281
174	393
175	93
176	235
177	298
178	253
179	313
180	462
181	65
182	78
183	5
184	53
185	198
186	130
187	179
188	268
189	101
190	290
191	29
192	116
193	158
194	104
195	490
196	232
197	234
198	397
199	37
200	371
201	299
202	401
203	317
204	117
205	183
206	392
207	332
208	27
209	12
210	300
211	213
212	347
213	271
214	155
215	438
216	289
217	362
218	382
219	297
220	295
221	353
222	21
223	222
224	134
225	97
226	302
227	497
228	432
229	263
230	493
231	64
232	129
233	168
234	250
235	113
236	311
237	454
238	197
239	331
240	487
241	359
242	22
243	415
244	89
245	115
246	395
247	173
248	68
249	256
250	468
251	16
252	260
253	402
254	306
255	484
256	286
257	335
258	96
259	210
260	387
261	329
262	312
263	499
264	483
265	388
266	338
267	167
268	193
269	119
270	455
271	225
272	47
273	344
274	267
275	386
276	441
277	84
278	333
279	7
280	240
281	221
282	112
283	58
284	293
285	31
286	180
287	465
288	411
289	450
290	246
291	61
292	325
293	45
294	110
295	48
296	496
297	153
298	94
299	131
300	25
301	473
302	351
303	242
304	464
305	485
306	456
307	442
308	69
309	150
310	421
311	132
312	189
313	19
314	275
315	469
316	292
317	305
318	51
319	375
320	420
321	226
322	446
323	186
324	137
325	154
326	169
327	243
328	500
329	324
330	343
331	399
332	315
333	194
334	471
335	76
336	251
337	245
338	470
339	280
340	35
341	398
342	212
343	80
344	2
345	316
346	408
347	391
348	219
349	349
350	126
351	83
352	206
353	474
354	166
355	247
356	141
357	428
358	394
359	121
360	361
361	457
362	381
363	98
364	91
365	184
366	175
367	460
368	92
369	390
370	334
371	17
372	342
373	491
374	161
375	103
376	218
377	3
378	67
379	255
380	494
381	449
382	370
383	70
384	171
385	258
386	99
387	287
388	495
389	356
390	111
391	291
392	63
393	176
394	378
395	321
396	82
397	165
398	15
399	211
400	374
401	231
402	102
403	196
404	478
405	127
406	215
407	407
408	376
409	451
410	46
411	380
412	216
413	59
414	301
415	459
416	427
417	354
418	178
419	276
420	369
421	467
422	207
423	88
424	71
425	146
426	224
427	74
428	273
429	308
430	440
431	481
432	294
433	396
434	279
435	249
436	208
437	318
438	405
439	360
440	188
441	373
442	73
443	341
444	223
445	448
446	151
447	366
448	133
449	201
450	237
451	345
452	214
453	90
454	86
455	262
456	233
457	139
458	124
459	95
460	241
461	203
462	190
463	200
464	492
465	409
466	443
467	340
468	136
469	160
470	327
471	181
472	489
473	41
474	403
475	128
476	85
477	422
478	28
479	259
480	314
481	6
482	10
483	9
484	77
485	430
486	372
487	486
488	368
489	202
490	227
491	352
492	439
493	389
494	75
495	18
496	118
497	384
498	406
499	278
500	20
