1	1
2	2
3	3
4	3
5	3
6	4
7	4
8	4
9	4
10	4
11	5
12	5
13	6
14	4
15	4
16	5
17	5
18	4
19	5
20	5
21	6
22	5
23	6
24	6
25	5
26	6
27	6
28	5
29	6
30	6
31	5
32	6
33	7
34	6
35	6
36	6
37	7
38	7
39	6
40	7
41	7
42	8
43	8
44	9
45	6
46	7
47	6
48	6
49	8
50	7
51	7
52	8
53	8
54	7
55	6
56	7
57	6
58	6
59	8
60	8
61	7
62	8
63	8
64	8
65	7
66	7
67	8
68	6
69	8
70	7
71	9
72	5
73	8
74	6
75	9
76	8
77	9
78	7
79	8
80	9
81	8
82	6
83	8
84	8
85	8
86	8
87	8
88	9
89	8
90	9
91	10
92	8
93	8
94	9
95	6
96	10
97	8
98	5
99	9
100	7
101	8
102	8
103	7
104	7
105	7
106	8
107	8
108	9
109	8
110	8
111	9
112	9
113	7
114	7
115	7
116	8
117	7
118	9
119	8
120	8
121	8
122	8
123	9
124	7
125	8
126	8
127	8
128	10
129	8
130	9
131	8
132	10
133	6
134	9
135	9
136	7
137	7
138	8
139	7
140	9
141	8
142	6
143	8
144	9
145	9
146	8
147	8
148	9
149	9
150	8
151	8
152	9
153	8
154	8
155	8
156	8
157	9
158	10
159	11
160	10
161	8
162	9
163	9
164	8
165	10
166	9
167	8
168	8
169	9
170	9
171	9
172	10
173	8
174	9
175	9
176	10
177	8
178	7
179	10
180	10
181	9
182	9
183	10
184	10
185	10
186	10
187	10
188	7
189	10
190	8
191	10
192	10
193	10
194	11
195	10
196	9
197	9
198	8
199	9
200	8
201	7
202	9
203	8
204	11
205	11
206	7
207	10
208	8
209	9
210	10
211	10
212	10
213	11
214	10
215	10
216	11
217	10
218	11
219	10
220	9
221	11
222	7
223	9
224	9
225	10
226	9
227	12
228	13
229	8
230	12
231	7
232	10
233	10
234	9
235	10
236	7
237	12
238	11
239	11
240	11
241	11
242	9
243	9
244	10
245	10
246	11
247	11
248	6
249	9
250	11
251	8
252	8
253	9
254	7
255	11
256	9
257	10
258	11
259	11
260	11
261	10
262	8
263	11
264	10
265	13
266	11
267	11
268	12
269	10
270	11
271	10
272	9
273	11
274	9
275	12
276	12
277	7
278	10
279	11
280	11
281	7
282	10
283	6
284	10
285	8
286	10
287	10
288	9
289	11
290	9
291	7
292	9
293	8
294	12
295	8
296	11
297	12
298	12
299	11
300	8
301	10
302	9
303	9
304	11
305	9
306	10
307	8
308	7
309	9
310	8
311	9
312	7
313	10
314	10
315	10
316	11
317	9
318	9
319	14
320	11
321	11
322	11
323	7
324	8
325	10
326	8
327	11
328	13
329	13
330	13
331	13
332	9
333	8
334	12
335	7
336	10
337	10
338	12
339	10
340	9
341	14
342	11
343	7
344	11
345	10
346	12
347	14
348	11
349	13
350	10
351	8
352	12
353	11
354	9
355	10
356	7
357	13
358	13
359	10
360	14
361	12
362	14
363	10
364	10
365	8
366	8
367	12
368	9
369	13
370	12
371	10
372	11
373	12
374	12
375	11
376	13
377	8
378	10
379	11
380	12
381	11
382	8
383	10
384	10
385	11
386	11
387	11
388	13
389	10
390	11
391	9
392	10
393	11
394	8
395	9
396	11
397	11
398	7
399	12
400	7
401	10
402	11
403	10
404	12
405	10
406	12
407	12
408	12
409	9
410	11
411	11
412	10
413	11
414	11
415	10
416	9
417	8
418	12
419	11
420	11
421	11
422	12
423	10
424	11
425	12
426	11
427	9
428	11
429	11
430	9
431	8
432	10
433	9
434	10
435	13
436	11
437	11
438	11
439	9
440	11
441	9
442	9
443	8
444	12
445	10
446	11
447	11
448	11
449	10
450	10
451	8
452	10
453	9
454	8
455	9
456	10
457	9
458	10
459	12
460	12
461	10
462	9
463	9
464	10
465	10
466	11
467	10
468	9
469	9
470	10
471	10
472	10
473	11
474	12
475	10
476	10
477	9
478	11
479	12
480	11
481	10
482	10
483	11
484	10
485	9
486	12
487	11
488	12
489	9
490	10
491	11
492	12
493	11
494	9
495	11
496	11
497	12
498	12
499	13
500	11
